,eigVal,eigVec,Gain,Loss,Coupling bt. bands,Coupling bt. band1 and exciton,Coupling bt. band2 and exciton,Ecm,XC
57,"[1667.68416878+4.89469576e-14j 1649.28040794+5.15158205e-13j
 1648.03542328-4.29418061e-13j]","[[ 0.61314909-0.23909422j -0.59345927+0.0765254j  -0.16050829-0.37481024j]
 [ 0.6581169 +0.j          0.59837283+0.j         -0.16050829+0.37481024j]
 [ 0.35943617-0.0676012j  -0.03414128-0.53172765j  0.81701208+0.j        ]]",3.42,3.42,8,5.0,5.0,1657.5,1650
58,"[1667.66390259-9.01570485e-14j 1649.2670299 +2.98378891e-13j
 1648.06906751-8.02226536e-13j]","[[ 0.65807261+0.j         -0.5890843 +0.07922808j -0.15684563-0.38144553j]
 [ 0.61147236+0.24323058j  0.59438826+0.j         -0.15684563+0.38144553j]
 [ 0.3593614 +0.06884961j -0.03618127-0.54045916j  0.81227921+0.j        ]]",3.48,3.48,8,5.0,5.0,1657.5,1650
59,"[1667.64324273-1.27124006e-13j 1649.25258239+5.48779515e-13j
 1648.10417488-1.59426640e-13j]","[[ 0.65802737+0.j         -0.58452359+0.08210811j -0.15305678-0.38817256j]
 [ 0.60976327+0.24736366j  0.59026229+0.j         -0.15305678+0.38817256j]
 [ 0.35928504+0.07010153j -0.03839017-0.54927868j  0.80733597+0.j        ]]",3.54,3.54,8,5.0,5.0,1657.5,1650
60,"[1667.62218683+1.54747742e-13j 1649.23690274+3.67720495e-13j
 1648.14091043-2.75286406e-14j]","[[ 0.65798118+0.j         -0.57974911+0.08519414j -0.14912752-0.39501375j]
 [ 0.60802163+0.25149339j  0.58597531+0.j         -0.14912752+0.39501375j]
 [ 0.35920707+0.07135703j -0.04079563-0.55821285j  0.8021535 +0.j        ]]",3.5999999999999996,3.5999999999999996,8,5.0,5.0,1657.5,1650
61,"[1667.60073242-1.44328993e-14j 1649.21978458-5.31296718e-13j
 1648.179483  +3.88608591e-13j]","[[ 0.65793402+0.j          0.58150206+0.j         -0.14503962-0.40199787j]
 [ 0.60624727+0.25561968j -0.57472463-0.08852255j -0.14503962+0.40199787j]
 [ 0.35912747+0.07261621j -0.04343305+0.56729559j  0.7966947 +0.j        ]]",3.6599999999999997,3.6599999999999997,8,5.0,5.0,1657.5,1650
62,"[1667.57887699-1.03533501e-13j 1649.20095956+1.86907834e-13j
 1648.22016345-3.56760839e-13j]","[[ 0.65788589+0.j         -0.04621898-0.57495439j -0.14076919-0.4091627j ]
 [ 0.60443998+0.25974247j -0.04621898+0.57495439j -0.14076919+0.4091627j ]
 [ 0.35904622+0.07387914j  0.57843108+0.j          0.79091076+0.j        ]]",3.7199999999999998,3.7199999999999998,8,5.0,5.0,1657.5,1650
63,"[1667.55661794-1.71264045e-13j 1649.18006791+3.81924812e-13j
 1648.26331415-2.53155473e-13j]","[[ 0.65783677+0.j         -0.04822796-0.56981369j -0.13628391-0.41655945j]
 [ 0.60259956+0.26386167j -0.04822796+0.56981369j -0.13628391+0.41655945j]
 [ 0.35896331+0.07514593j  0.58819456+0.j          0.78473553+0.j        ]]",3.78,3.78,8,5.0,5.0,1657.5,1650
64,"[1667.53395262-1.44032355e-13j 1649.15660817+2.74400859e-12j
 1648.30943921-2.28887824e-12j]","[[ 0.65778665+0.j         -0.05046355-0.56431174j -0.13153843-0.42426021j]
 [ 0.60072582+0.26797719j -0.05046355+0.56431174j -0.13153843+0.42426021j]
 [ 0.35887871+0.07641665j  0.59834053+0.j          0.77807572+0.j        ]]",3.84,3.84,8,5.0,5.0,1657.5,1650
65,"[1667.51087828-2.53725860e-13j 1649.12984449+1.81858472e-12j
 1648.35927723-2.05992316e-12j]","[[ 0.65773553+0.j         -0.0529932 -0.5583423j  -0.12646577-0.43237191j]
 [ 0.59881853+0.27208894j -0.0529932 +0.5583423j  -0.12646577+0.43237191j]
 [ 0.35879241+0.0776914j   0.60900837+0.j          0.77079302+0.j        ]]",3.9,3.9,8,5.0,5.0,1657.5,1650
66,"[1667.48739212-2.43814517e-13j 1649.0986174 +2.50532675e-12j
 1648.41399048-2.51529965e-12j]","[[ 0.65768338+0.j         -0.05592353-0.55173584j -0.12095974-0.44106479j]
 [ 0.59687748+0.27619685j -0.05592353+0.55173584j -0.12095974+0.44106479j]
 [ 0.35870439+0.07897028j  0.62041941+0.j          0.76266716+0.j        ]]",3.96,3.96,8,5.0,5.0,1657.5,1650
67,"[1667.46349125-9.37252121e-14j 1649.06089635+2.19032036e-13j
 1648.4756124 -2.93883486e-13j]","[[ 0.6576302 +0.j         -0.05944193-0.5441917j  -0.11483339-0.45064018j]
 [ 0.59490245+0.28030082j -0.05944193+0.5441917j  -0.11483339+0.45064018j]
 [ 0.35861462+0.08025337j  0.63296454+0.j          0.75330833+0.j        ]]",4.02,4.02,8,5.0,5.0,1657.5,1650
68,"[1667.43917271-4.54582796e-14j 1649.01244089-2.91372585e-12j
 1648.5483864 +3.20998104e-12j]","[[ 0.59289321-0.28440075j -0.06394125-0.53507419j -0.10769431-0.46173447j]
 [ 0.65757597+0.j         -0.06394125+0.53507419j -0.10769431+0.46173447j]
 [ 0.35852308-0.08154078j  0.64746757+0.j          0.74189381+0.j        ]]",4.08,4.08,8,5.0,5.0,1657.5,1650
69,"[1667.41443346-1.27646734e-13j 1648.94036869+6.23710516e-12j
 1648.64519785-5.96964454e-12j]","[[ 0.65752067+0.j         -0.07061993-0.52242701j -0.0983445 -0.47630464j]
 [ 0.59084953+0.28849657j -0.07061993+0.52242701j -0.0983445 +0.47630464j]
 [ 0.35842975+0.0828326j   0.66645757+0.j          0.72589566+0.j        ]]",4.14,4.14,8,5.0,5.0,1657.5,1650
70,"[1667.38927035-3.94351218e-13j 1648.80536482+1.02542359e-01j
 1648.80536482-1.02542359e-01j]","[[ 0.65746431+0.j         -0.05283538-0.49192319j -0.1137338 -0.50622078j]
 [ 0.58877116+0.29258817j -0.1137338 +0.50622078j -0.05283538+0.49192319j]
 [ 0.35833461+0.08412894j  0.69715503+0.j          0.69715503+0.j        ]]",4.2,4.2,8,5.0,5.0,1657.5,1650
71,"[1667.36368019+3.19744231e-14j 1648.8181599 -2.07463077e-01j
 1648.8181599 +2.07463077e-01j]","[[ 0.65740685+0.j         -0.14303973-0.51077118j -0.02174203-0.48184499j]
 [ 0.58665785+0.29667547j -0.02174203+0.48184499j -0.14303973+0.51077118j]
 [ 0.35823762+0.08542989j  0.69714068+0.j          0.69714068+0.j        ]]",4.26,4.26,8,5.0,5.0,1657.5,1650
72,"[1667.33765967-2.84217094e-14j 1648.83117016-2.75290036e-01j
 1648.83117016+2.75290036e-01j]","[[ 0.65734829+0.j         -0.16072426-0.51287194j -0.00224008-0.47448957j]
 [ 0.58450936+0.30075835j -0.00224008+0.47448957j -0.16072426+0.51287194j]
 [ 0.35813878+0.08673557j  0.69712603+0.j          0.69712603+0.j        ]]",4.32,4.32,8,5.0,5.0,1657.5,1650
73,"[1667.3112054+9.59232693e-14j 1648.8443973-3.29747961e-01j
 1648.8443973+3.29747961e-01j]","[[ 0.58232542-0.30483672j -0.17403504-0.51417149j  0.01291834-0.4681973j ]
 [ 0.65728861+0.j          0.01291834+0.4681973j  -0.17403504+0.51417149j]
 [ 0.35803805-0.08804607j  0.6971111 +0.j          0.6971111 +0.j        ]]",4.38,4.38,8,5.0,5.0,1657.5,1650
74,"[1667.28431388-2.77111667e-13j 1648.85784306-3.76663898e-01j
 1648.85784306+3.76663898e-01j]","[[ 0.6572278 +0.j         -0.18479142-0.51507078j  0.02555284-0.4625566j ]
 [ 0.58010576+0.30891049j  0.02555284+0.4625566j  -0.18479142+0.51507078j]
 [ 0.3579354 +0.08936151j  0.69709588+0.j          0.69709588+0.j        ]]",4.4399999999999995,4.4399999999999995,8,5.0,5.0,1657.5,1650
75,"[1667.25698155-1.56319402e-13j 1648.87150922-4.18566129e-01j
 1648.87150922+4.18566129e-01j]","[[ 0.65716584+0.j         -0.19379887-0.51574105j  0.03646912-0.45738621j]
 [ 0.57785011+0.31297953j  0.03646912+0.45738621j -0.19379887+0.51574105j]
 [ 0.35783081+0.090682j    0.69708036+0.j          0.69708036+0.j        ]]",4.5,4.5,8,5.0,5.0,1657.5,1650
76,"[1667.22920473+2.84217094e-14j 1648.88539764-4.56821823e-01j
 1648.88539764+4.56821823e-01j]","[[ 0.65710271+0.j         -0.20150171-0.51627288j  0.04611175-0.45258602j]
 [ 0.57555819+0.31704376j  0.04611175+0.45258602j -0.20150171+0.51627288j]
 [ 0.35772426+0.09200766j  0.69706454+0.j          0.69706454+0.j        ]]",4.56,4.56,8,5.0,5.0,1657.5,1650
77,"[1667.20097962-6.39488462e-14j 1648.89951019-4.92267988e-01j
 1648.89951019+4.92267988e-01j]","[[ 0.6570384 +0.j         -0.20817741-0.51672012j  0.05475847-0.44809319j]
 [ 0.5732297 +0.32110305j  0.05475847+0.44809319j -0.20817741+0.51672012j]
 [ 0.35761571+0.09333859j  0.69704841+0.j          0.69704841+0.j        ]]",4.62,4.62,8,5.0,5.0,1657.5,1650
78,"[1667.17230235-1.27897692e-13j 1648.91384883-5.25460147e-01j
 1648.91384883+5.25460147e-01j]","[[ 0.65697288+0.j         -0.21401381-0.51711721j  0.06259739-0.44386471j]
 [ 0.57086434+0.32515731j  0.06259739+0.44386471j -0.21401381+0.51711721j]
 [ 0.35750513+0.09467493j  0.69703197+0.j          0.69703197+0.j        ]]",4.68,4.68,8,5.0,5.0,1657.5,1650
79,"[1667.14316892-8.52651283e-14j 1648.92841554-5.56788610e-01j
 1648.92841554+5.56788610e-01j]","[[ 0.65690615+0.j         -0.21914549-0.51748732j  0.06976336-0.43986929j]
 [ 0.56846182+0.3292064j   0.06976336+0.43986929j -0.21914549+0.51748732j]
 [ 0.35739249+0.09601679j  0.69701521+0.j          0.69701521+0.j        ]]",4.74,4.74,8,5.0,5.0,1657.5,1650
80,"[1667.11357522-7.10542736e-14j 1648.94321239-5.86539457e-01j
 1648.94321239+5.86539457e-01j]","[[ 0.65683818+0.j         -0.22367305-0.51784653j  0.07635725-0.43608314j]
 [ 0.5660218 +0.33325023j  0.07635725+0.43608314j -0.22367305+0.51784653j]
 [ 0.35727777+0.09736429j  0.69699814+0.j          0.69699814+0.j        ]]",4.8,4.8,8,5.0,5.0,1657.5,1650
81,"[1667.08351704-5.40012479e-13j 1648.95824148-6.14929330e-01j
 1648.95824148+6.14929330e-01j]","[[ 0.65676895+0.j         -0.22767416-0.51820627j  0.08245704-0.43248749j]
 [ 0.56354398+0.33728866j  0.08245704+0.43248749j -0.22767416+0.51820627j]
 [ 0.35716092+0.09871757j  0.69698073+0.j          0.69698073+0.j        ]]",4.859999999999999,4.859999999999999,8,5.0,5.0,1657.5,1650
82,"[1667.05299003+6.39488462e-14j 1648.97350498-6.42126582e-01j
 1648.97350498+6.42126582e-01j]","[[ 0.65669845+0.j         -0.23121035-0.51857481j  0.08812454-0.42906712j]
 [ 0.56102802+0.34132158j  0.08812454+0.42906712j -0.23121035+0.51857481j]
 [ 0.35704192+0.10007675j  0.69696299+0.j          0.69696299+0.j        ]]",4.92,4.92,8,5.0,5.0,1657.5,1650
83,"[1667.02198973+3.55271368e-14j 1648.98900513-6.68264803e-01j
 1648.98900513+6.68264803e-01j]","[[ 0.65662665+0.j         -0.2343314 -0.51895814j  0.09340986-0.42580938j]
 [ 0.55847357+0.34534885j  0.09340986+0.42580938j -0.2343314 +0.51895814j]
 [ 0.35692074+0.10144198j  0.69694491+0.j          0.69694491+0.j        ]]",4.9799999999999995,4.9799999999999995,8,5.0,5.0,1657.5,1650
84,"[1666.99051155-3.55271368e-13j 1649.00474422-6.93451826e-01j
 1649.00474422+6.93451826e-01j]","[[ 0.65655353+0.j         -0.2370783 -0.5193606j   0.09835428-0.42270361j]
 [ 0.55588028+0.34937037j  0.09835428+0.42270361j -0.2370783 +0.5193606j ]
 [ 0.35679732+0.10281337j  0.69692649+0.j          0.69692649+0.j        ]]",5.04,5.04,8,5.0,5.0,1657.5,1650
85,"[1666.95855076+1.42108547e-14j 1649.02072462-7.17775939e-01j
 1649.02072462+7.17775939e-01j]","[[ 0.65647907+0.j         -0.23948526-0.51978535j  0.10299235-0.41974064j]
 [ 0.5532478 +0.35338598j  0.10299235+0.41974064j -0.23948526+0.51978535j]
 [ 0.35667165+0.10419109j  0.69690772+0.j          0.69690772+0.j        ]]",5.1,5.1,8,5.0,5.0,1657.5,1650
86,"[1666.92610252-1.27897692e-13j 1649.03694874-7.41310282e-01j
 1649.03694874+7.41310282e-01j]","[[ 0.65640325+0.j         -0.2415812 -0.52023462j  0.10735332-0.41691249j]
 [ 0.55057574+0.35739556j  0.10735332+0.41691249j -0.2415812 +0.52023462j]
 [ 0.35654369+0.10557527j  0.69688859+0.j          0.69688859+0.j        ]]",5.16,5.16,8,5.0,5.0,1657.5,1650
87,"[1666.89316181-1.70530257e-13j 1649.0534191 -7.64116049e-01j
 1649.0534191 +7.64116049e-01j]","[[ 0.65632605+0.j         -0.24339083-0.52070993j  0.11146223-0.41421216j]
 [ 0.54786373+0.36139896j  0.11146223+0.41421216j -0.24339083+0.52070993j]
 [ 0.35641338+0.10696605j  0.69686909+0.j          0.69686909+0.j        ]]",5.22,5.22,8,5.0,5.0,1657.5,1650
88,"[1666.85972349+3.12638804e-13j 1649.07013825-7.86244859e-01j
 1649.07013825+7.86244859e-01j]","[[ 0.54511138-0.36539606j -0.24493542-0.52121226j  0.11534073-0.41163344j]
 [ 0.65624744+0.j          0.11534073+0.41163344j -0.24493542+0.52121226j]
 [ 0.3562807 -0.1083636j   0.69684923+0.j          0.69684923+0.j        ]]",5.279999999999999,5.279999999999999,8,5.0,5.0,1657.5,1650
89,"[1666.82578227-3.41060513e-13j 1649.08710886-8.07740547e-01j
 1649.08710886+8.07740547e-01j]","[[ 0.65616739+0.j         -0.24623347-0.52174218j  0.11900767-0.40917077j]
 [ 0.54231828+0.36938669j  0.11900767+0.40917077j -0.24623347+0.52174218j]
 [ 0.3561456 +0.10976806j  0.69682899+0.j          0.69682899+0.j        ]]",5.34,5.34,8,5.0,5.0,1657.5,1650
90,"[1666.7913327 -3.83693077e-13j 1649.10433365-8.28640542e-01j
 1649.10433365+8.28640542e-01j]","[[ 0.65608588+0.j         -0.24730113-0.5222999j   0.12247957-0.40681917j]
 [ 0.539484  +0.37337072j  0.12247957+0.40681917j -0.24730113+0.5222999j ]
 [ 0.35600804+0.1111796j   0.69680836+0.j          0.69680836+0.j        ]]",5.3999999999999995,5.3999999999999995,8,5.0,5.0,1657.5,1650
91,"[1666.75636916-2.27373675e-13j 1649.12181542-8.48976937e-01j
 1649.12181542+8.48976937e-01j]","[[ 0.65600289+0.j         -0.24815261-0.52288539j  0.12577103-0.40457411j]
 [ 0.53660813+0.37734799j  0.12577103+0.40457411j -0.24815261+0.52288539j]
 [ 0.35586797+0.11259838j  0.69678734+0.j          0.69678734+0.j        ]]",5.46,5.46,8,5.0,5.0,1657.5,1650
92,"[1666.72088586-4.12114787e-13j 1649.13955707-8.68777335e-01j
 1649.13955707+8.68777335e-01j]","[[ 0.65591839+0.j         -0.24880047-0.52349838j  0.12889501-0.40243149j]
 [ 0.53369023+0.38131834j  0.12889501+0.40243149j -0.24880047+0.52349838j]
 [ 0.35572536+0.11402456j  0.69676592+0.j          0.69676592+0.j        ]]",5.52,5.52,8,5.0,5.0,1657.5,1650
93,"[1666.68487686+1.98951966e-13j 1649.15756157-8.88065519e-01j
 1649.15756157+8.88065519e-01j]","[[ 0.53072983-0.38528161j -0.24925587-0.52413845j  0.13186307-0.40038757j]
 [ 0.65583235+0.j          0.13186307+0.40038757j -0.24925587+0.52413845j]
 [ 0.35558014-0.11545833j  0.69674409+0.j          0.69674409+0.j        ]]",5.58,5.58,8,5.0,5.0,1657.5,1650
94,"[1666.648336-5.40012479e-13j 1649.175832-9.06861998e-01j
 1649.175832+9.06861998e-01j]","[[ 0.65574474+0.j         -0.24952873-0.52480503j  0.13468556-0.39843892j]
 [ 0.52772647+0.38923763j  0.13468556+0.39843892j -0.24952873+0.52480503j]
 [ 0.35543228+0.11689986j  0.69672184+0.j          0.69672184+0.j        ]]",5.64,5.64,8,5.0,5.0,1657.5,1650
95,"[1666.61125697-2.41584530e-13j 1649.19437152-9.25184444e-01j
 1649.19437152+9.25184444e-01j]","[[ 0.65565552+0.j         -0.24962794-0.52549744j  0.1373718 -0.39658239j]
 [ 0.52467967+0.39318623j  0.1373718 +0.39658239j -0.24962794+0.52549744j]
 [ 0.35528172+0.11834933j  0.69669917+0.j          0.69669917+0.j        ]]",5.7,5.7,8,5.0,5.0,1657.5,1650
96,"[1666.57363323-1.42108547e-14j 1649.21318338-9.43048049e-01j
 1649.21318338+9.43048049e-01j]","[[ 0.65556468+0.j         -0.24956146-0.52621489j  0.1399302 -0.39481509j]
 [ 0.52158893+0.39712724j  0.1399302 +0.39481509j -0.24956146+0.52621489j]
 [ 0.35512841+0.11980693j  0.69667606+0.j          0.69667606+0.j        ]]",5.76,5.76,8,5.0,5.0,1657.5,1650
97,"[1666.53545807-1.56319402e-13j 1649.23227097-9.60465829e-01j
 1649.23227097+9.60465829e-01j]","[[ 0.51845374-0.40106047j -0.24933646-0.52695656j  0.14236839-0.39313437j]
 [ 0.65547218+0.j          0.14236839+0.39313437j -0.24933646+0.52695656j]
 [ 0.3549723 -0.12127286j  0.69665252+0.j          0.69665252+0.j        ]]",5.819999999999999,5.819999999999999,8,5.0,5.0,1657.5,1650
98,"[1666.49672453-4.26325641e-13j 1649.25163773-9.77448858e-01j
 1649.25163773+9.77448858e-01j]","[[ 0.65537798+0.j         -0.24895938-0.5277215j   0.14469328-0.39153775j]
 [ 0.51527357+0.40498574j  0.14469328+0.39153775j -0.24895938+0.5277215j ]
 [ 0.35481333+0.12274732j  0.69662851+0.j          0.69662851+0.j        ]]",5.88,5.88,8,5.0,5.0,1657.5,1650
99,"[1666.45742547+8.52651283e-14j 1649.27128726-9.94006480e-01j
 1649.27128726+9.94006480e-01j]","[[ 0.65528205+0.j         -0.24843603-0.52850877j  0.14691118-0.39002298j]
 [ 0.51204787+0.40890286j  0.14691118+0.39002298j -0.24843603+0.52850877j]
 [ 0.35465144+0.12423051j  0.69660405+0.j          0.69660405+0.j        ]]",5.9399999999999995,5.9399999999999995,8,5.0,5.0,1657.5,1650
100,"[1666.4175535 -2.70006240e-13j 1649.29122325-1.01014647e+00j
 1649.29122325+1.01014647e+00j]","[[ 0.65518436+0.j         -0.24777165-0.52931735j  0.14902783-0.38858797j]
 [ 0.50877609+0.41281162j  0.14902783+0.38858797j -0.24777165+0.52931735j]
 [ 0.35448657+0.12572264j  0.69657911+0.j          0.69657911+0.j        ]]",6.0,6.0,8,5.0,5.0,1657.5,1650
101,"[1666.37710097-7.10542736e-13j 1649.31144951-1.02587520e+00j
 1649.31144951+1.02587520e+00j]","[[ 0.65508486+0.j         -0.24697098-0.53014619j  0.15104851-0.38723076j]
 [ 0.50545764+0.41671183j  0.15104851+0.38723076j -0.24697098+0.53014619j]
 [ 0.35431866+0.12722393j  0.69655368+0.j          0.69655368+0.j        ]]",6.06,6.06,8,5.0,5.0,1657.5,1650
102,"[1666.33606003-2.84217094e-14j 1649.33196999-1.04119771e+00j
 1649.33196999+1.04119771e+00j]","[[ 0.65498353+0.j         -0.24603831-0.53099422j  0.15297802-0.3859496j ]
 [ 0.50209194+0.42060327j  0.15297802+0.3859496j  -0.24603831+0.53099422j]
 [ 0.35414765+0.12873461j  0.69652776+0.j          0.69652776+0.j        ]]",6.12,6.12,8,5.0,5.0,1657.5,1650
103,"[1666.29442251-2.84217094e-14j 1649.35278874-1.05611785e+00j
 1649.35278874+1.05611785e+00j]","[[ 0.65488031+0.j         -0.24497749-0.53186032j  0.15482079-0.38474282j]
 [ 0.49867835+0.42448572j  0.15482079+0.38474282j -0.24497749+0.53186032j]
 [ 0.35397347+0.13025491j  0.69650133+0.j          0.69650133+0.j        ]]",6.18,6.18,8,5.0,5.0,1657.5,1650
104,"[1666.25218002-8.66862138e-13j 1649.37390999-1.07063835e+00j
 1649.37390999+1.07063835e+00j]","[[ 0.65477517+0.j         -0.24379202-0.53274337j  0.15658089-0.38360893j]
 [ 0.49521624+0.42835896j  0.15658089+0.38360893j -0.24379202+0.53274337j]
 [ 0.35379605+0.13178508j  0.69647439+0.j          0.69647439+0.j        ]]",6.24,6.24,8,5.0,5.0,1657.5,1650
105,"[1666.20932387-7.53175300e-13j 1649.39533807-1.08476087e+00j
 1649.39533807+1.08476087e+00j]","[[ 0.65466807+0.j         -0.24248502-0.5336422j   0.15826204-0.38254653j]
 [ 0.49170496+0.43222276j  0.15826204+0.38254653j -0.24248502+0.5336422j ]
 [ 0.35361531+0.13332535j  0.69644691+0.j          0.69644691+0.j        ]]",6.3,6.3,8,5.0,5.0,1657.5,1650
106,"[1666.16584505-1.56319402e-13j 1649.41707748-1.09848609e+00j
 1649.41707748+1.09848609e+00j]","[[ 0.65455896+0.j         -0.24105933-0.53455564j  0.15986768-0.38155435j]
 [ 0.48814382+0.43607688j  0.15986768+0.38155435j -0.24105933+0.53455564j]
 [ 0.35343119+0.13487599j  0.69641888+0.j          0.69641888+0.j        ]]",6.359999999999999,6.359999999999999,8,5.0,5.0,1657.5,1650
107,"[1666.12173426-3.12638804e-13j 1649.43913287-1.11181371e+00j
 1649.43913287+1.11181371e+00j]","[[ 0.65444779+0.j         -0.23951747-0.5354825j   0.16140098-0.38063125j]
 [ 0.48453212+0.43992106j  0.16140098+0.38063125j -0.23951747+0.5354825j ]
 [ 0.35324361+0.13643726j  0.6963903 +0.j          0.6963903 +0.j        ]]",6.42,6.42,8,5.0,5.0,1657.5,1650
108,"[1666.07698188-7.67386155e-13j 1649.46150906-1.12474252e+00j
 1649.46150906+1.12474252e+00j]","[[ 0.65433453+0.j         -0.23786168-0.53642155j  0.16286485-0.37977616j]
 [ 0.48086912+0.44375506j  0.16286485+0.37977616j -0.23786168+0.53642155j]
 [ 0.35305248+0.13800944j  0.69636115+0.j          0.69636115+0.j        ]]",6.4799999999999995,6.4799999999999995,8,5.0,5.0,1657.5,1650
109,"[1666.03157795-3.55271368e-13j 1649.48421103-1.13727043e+00j
 1649.48421103+1.13727043e+00j]","[[ 0.65421911+0.j         -0.23609398-0.53737157j  0.16426197-0.37898814j]
 [ 0.47715409+0.44757861j  0.16426197+0.37898814j -0.23609398+0.53737157j]
 [ 0.35285772+0.13959281j  0.69633141+0.j          0.69633141+0.j        ]]",6.54,6.54,8,5.0,5.0,1657.5,1650
110,"[1665.98551213-1.70530257e-13j 1649.50724393-1.14939444e+00j
 1649.50724393+1.14939444e+00j]","[[ 0.65410148+0.j         -0.23421612-0.53833128j  0.1655948 -0.37826636j]
 [ 0.47338623+0.45139143j  0.1655948 +0.37826636j -0.23421612+0.53833128j]
 [ 0.35265924+0.14118767j  0.69630106+0.j          0.69630106+0.j        ]]",6.6,6.6,8,5.0,5.0,1657.5,1650
111,"[1665.93877373-1.56319402e-13j 1649.53061313-1.16111070e+00j
 1649.53061313+1.16111070e+00j]","[[ 0.6539816 +0.j         -0.23222963-0.5392994j   0.16686562-0.37761007j]
 [ 0.46956475+0.45519324j  0.16686562+0.37761007j -0.23222963+0.5392994j ]
 [ 0.35245696+0.14279431j  0.6962701 +0.j          0.6962701 +0.j        ]]",6.66,6.66,8,5.0,5.0,1657.5,1650
112,"[1665.89135166-5.25801624e-13j 1649.55432417-1.17241451e+00j
 1649.55432417+1.17241451e+00j]","[[ 0.65385941+0.j         -0.23013584-0.54027464j  0.1680765 -0.37701862j]
 [ 0.46568879+0.45898374j  0.1680765 +0.37701862j -0.23013584+0.54027464j]
 [ 0.35225078+0.14441306j  0.6962385 +0.j          0.6962385 +0.j        ]]",6.72,6.72,8,5.0,5.0,1657.5,1650
113,"[1665.84323442-4.54747351e-13j 1649.57838279-1.18330028e+00j
 1649.57838279+1.18330028e+00j]","[[ 0.65373484+0.j         -0.22793586-0.54125567j  0.16922935-0.37649146j]
 [ 0.46175751+0.46276263j  0.16922935+0.37649146j -0.22793586+0.54125567j]
 [ 0.3520406 +0.14604424j  0.69620626+0.j          0.69620626+0.j        ]]",6.779999999999999,6.779999999999999,8,5.0,5.0,1657.5,1650
114,"[1665.79441007-2.27373675e-13j 1649.60279496-1.19376155e+00j
 1649.60279496+1.19376155e+00j]","[[ 0.65360785+0.j         -0.22563062-0.54224112j  0.17032591-0.37602813j]
 [ 0.45776999+0.46652959j  0.17032591+0.37602813j -0.22563062+0.54224112j]
 [ 0.35182632+0.1476882j   0.69617334+0.j          0.69617334+0.j        ]]",6.84,6.84,8,5.0,5.0,1657.5,1650
115,"[1665.74486623-1.56319402e-13j 1649.62756689-1.20379098e+00j
 1649.62756689+1.20379098e+00j]","[[ 0.65347835+0.j         -0.22322086-0.54322962j  0.17136776-0.37562827j]
 [ 0.45372531+0.47028428j  0.17136776+0.37562827j -0.22322086+0.54322962j]
 [ 0.35160783+0.14934528j  0.69613973+0.j          0.69613973+0.j        ]]",6.8999999999999995,6.8999999999999995,8,5.0,5.0,1657.5,1650
116,"[1665.69459002-3.26849658e-13j 1649.65270499-1.21338030e+00j
 1649.65270499+1.21338030e+00j]","[[ 0.6533463 +0.j         -0.22070712-0.54421973j  0.17235633-0.37529162j]
 [ 0.44962249+0.47402637j  0.17235633+0.37529162j -0.22070712+0.54421973j]
 [ 0.35138503+0.15101585j  0.69610541+0.j          0.69610541+0.j        ]]",6.96,6.96,8,5.0,5.0,1657.5,1650
117,"[1665.64356807-7.38964445e-13j 1649.67821597-1.22252032e+00j
 1649.67821597+1.22252032e+00j]","[[ 0.65321161+0.j         -0.21808979-0.54521002j  0.17329293-0.37501798j]
 [ 0.44546054+0.4777555j   0.17329293+0.37501798j -0.21808979+0.54521002j]
 [ 0.35115779+0.1527003j   0.69607037+0.j          0.69607037+0.j        ]]",7.02,7.02,8,5.0,5.0,1657.5,1650
118,"[1665.59178647-2.84217094e-14j 1649.70410676-1.23120084e+00j
 1649.70410676+1.23120084e+00j]","[[ 0.65307423+0.j         -0.21536907-0.54619897j  0.17417869-0.3748073j ]
 [ 0.4412384 +0.4814713j   0.17417869+0.3748073j  -0.21536907+0.54619897j]
 [ 0.35092599+0.15439902j  0.69603457+0.j          0.69603457+0.j        ]]",7.08,7.08,8,5.0,5.0,1657.5,1650
119,"[1665.53923076-2.84217094e-14j 1649.73038462-1.23941066e+00j
 1649.73038462+1.23941066e+00j]","[[ 0.436955  -0.48517339j -0.212545  -0.54718505j  0.17501464-0.37465958j]
 [ 0.65293406+0.j          0.17501464+0.37465958j -0.212545  +0.54718505j]
 [ 0.35068952-0.15611242j  0.695998  +0.j          0.695998  +0.j        ]]",7.14,7.14,8,5.0,5.0,1657.5,1650
120,"[1665.48588588-5.11590770e-13j 1649.75705706-1.24713752e+00j
 1649.75705706+1.24713752e+00j]","[[ 0.65279104+0.j         -0.20961742-0.54816668j  0.17580167-0.37457495j]
 [ 0.4326092 +0.48886135j  0.17580167+0.37457495j -0.20961742+0.54816668j]
 [ 0.35044822+0.15784094j  0.69596063+0.j          0.69596063+0.j        ]]",7.199999999999999,7.199999999999999,8,5.0,5.0,1657.5,1650
121,"[1665.43173613-2.55795385e-13j 1649.78413193-1.25436799e+00j
 1649.78413193+1.25436799e+00j]","[[ 0.65264508+0.j         -0.20658603-0.54914221j  0.17654055-0.37455364j]
 [ 0.42819983+0.49253477j  0.17654055+0.37455364j -0.20658603+0.54914221j]
 [ 0.35020198+0.15958502j  0.69592245+0.j          0.69592245+0.j        ]]",7.26,7.26,8,5.0,5.0,1657.5,1650
